AppOpenings,Quarter,Registered Users,State,Year
25393673.0,3,1731523.0,assam,2019
26599449.0,4,1941220.0,assam,2019
33097892.0,1,2185938.0,assam,2020
39304924.0,2,2550883.0,assam,2020
41875278.0,3,2830011.0,assam,2020
49321814.0,4,3106153.0,assam,2020
56752364.0,1,3358448.0,assam,2021
102003890.0,2,3617056.0,assam,2021
135288631.0,3,3918480.0,assam,2021
130600435.0,4,4209591.0,assam,2021
281642453.0,1,4492589.0,assam,2022
339929089.0,2,4755787.0,assam,2022
410760707.0,3,5016910.0,assam,2022
248781157.0,4,5247776.0,assam,2022
0.0,1,2133804.0,bihar,2018
0.0,2,3005872.0,bihar,2018
0.0,3,3784535.0,bihar,2018
0.0,4,4776665.0,bihar,2018
0.0,1,5745117.0,bihar,2019
39607022.0,2,6589759.0,bihar,2019
126521298.0,3,7380265.0,bihar,2019
163998097.0,4,8342274.0,bihar,2019
183868505.0,1,9351234.0,bihar,2020
218435035.0,2,10603767.0,bihar,2020
266652644.0,3,11763213.0,bihar,2020
317056600.0,4,12889833.0,bihar,2020
355792608.0,1,13946288.0,bihar,2021
371198660.0,2,14972134.0,bihar,2021
421801379.0,3,16160771.0,bihar,2021
647400838.0,4,17335981.0,bihar,2021
316991599.0,1,18484658.0,bihar,2022
348588438.0,2,19569894.0,bihar,2022
336807385.0,3,20694376.0,bihar,2022
834827202.0,4,21738117.0,bihar,2022
0.0,1,86268.0,chandigarh,2018
0.0,2,115219.0,chandigarh,2018
0.0,3,143893.0,chandigarh,2018
0.0,4,177747.0,chandigarh,2018
0.0,1,209175.0,chandigarh,2019
1220176.0,2,240439.0,chandigarh,2019
4625196.0,3,267337.0,chandigarh,2019
4960441.0,4,289590.0,chandigarh,2019
5201211.0,1,312887.0,chandigarh,2020
3451250.0,2,336351.0,chandigarh,2020
4888739.0,3,362588.0,chandigarh,2020
6477974.0,4,391402.0,chandigarh,2020
7919533.0,1,419998.0,chandigarh,2021
4733924.0,2,448572.0,chandigarh,2021
6378807.0,3,480463.0,chandigarh,2021
11603954.0,4,512092.0,chandigarh,2021
2321685.0,1,541549.0,chandigarh,2022
2285979.0,2,569582.0,chandigarh,2022
2173356.0,3,598698.0,chandigarh,2022
15308862.0,4,627563.0,chandigarh,2022
0.0,1,679263.0,chhattisgarh,2018
0.0,2,950675.0,chhattisgarh,2018
0.0,3,1217792.0,chhattisgarh,2018
0.0,4,1579998.0,chhattisgarh,2018
0.0,1,1908898.0,chhattisgarh,2019
13206373.0,2,2191066.0,chhattisgarh,2019
46362341.0,3,2435058.0,chhattisgarh,2019
57278977.0,4,2725900.0,chhattisgarh,2019
64224101.0,1,3016487.0,chhattisgarh,2020
68493384.0,2,3401658.0,chhattisgarh,2020
86918606.0,3,3799386.0,chhattisgarh,2020
109900467.0,4,4190601.0,chhattisgarh,2020
124648704.0,1,4514551.0,chhattisgarh,2021
205784717.0,2,4837055.0,chhattisgarh,2021
276486076.0,3,5206084.0,chhattisgarh,2021
251752583.0,4,5565481.0,chhattisgarh,2021
448503438.0,1,5916961.0,chhattisgarh,2022
501411120.0,2,6238349.0,chhattisgarh,2022
543206487.0,3,6562237.0,chhattisgarh,2022
354976814.0,4,6846822.0,chhattisgarh,2022
0.0,1,53258.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
0.0,2,71458.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
0.0,3,92107.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
0.0,4,116511.0,dadra-&-nagar-haveli-&-daman-&-diu,2018
0.0,1,140532.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
860686.0,2,158580.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
3126189.0,3,176929.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
3770543.0,4,197598.0,dadra-&-nagar-haveli-&-daman-&-diu,2019
4195122.0,1,218496.0,dadra-&-nagar-haveli-&-daman-&-diu,2020
4505127.0,2,244814.0,dadra-&-nagar-haveli-&-daman-&-diu,2020
4421499.0,3,267946.0,dadra-&-nagar-haveli-&-daman-&-diu,2020
6196436.0,4,296493.0,dadra-&-nagar-haveli-&-daman-&-diu,2020
7302462.0,1,321396.0,dadra-&-nagar-haveli-&-daman-&-diu,2021
5062983.0,2,344994.0,dadra-&-nagar-haveli-&-daman-&-diu,2021
7162734.0,3,371874.0,dadra-&-nagar-haveli-&-daman-&-diu,2021
15009455.0,4,398963.0,dadra-&-nagar-haveli-&-daman-&-diu,2021
3910792.0,1,424570.0,dadra-&-nagar-haveli-&-daman-&-diu,2022
3886292.0,2,449016.0,dadra-&-nagar-haveli-&-daman-&-diu,2022
3837881.0,3,474807.0,dadra-&-nagar-haveli-&-daman-&-diu,2022
24066770.0,4,500125.0,dadra-&-nagar-haveli-&-daman-&-diu,2022
0.0,1,2087022.0,delhi,2018
0.0,2,2756141.0,delhi,2018
0.0,3,3504911.0,delhi,2018
0.0,4,4630313.0,delhi,2018
0.0,1,5499263.0,delhi,2019
43731570.0,2,6165448.0,delhi,2019
163381027.0,3,6782286.0,delhi,2019
172682671.0,4,7289883.0,delhi,2019
178263986.0,1,7826197.0,delhi,2020
142852253.0,2,8391139.0,delhi,2020
190025029.0,3,9044174.0,delhi,2020
243433752.0,4,9747968.0,delhi,2020
281201600.0,1,10467210.0,delhi,2021
164997774.0,2,11182699.0,delhi,2021
223844376.0,3,11980061.0,delhi,2021
345669353.0,4,12785127.0,delhi,2021
57524153.0,1,13539197.0,delhi,2022
52553080.0,2,14260143.0,delhi,2022
49919498.0,3,15009523.0,delhi,2022
401864749.0,4,15764149.0,delhi,2022
0.0,1,91936.0,goa,2018
0.0,2,122174.0,goa,2018
0.0,3,153802.0,goa,2018
0.0,4,195350.0,goa,2018
0.0,1,238152.0,goa,2019
1352232.0,2,278940.0,goa,2019
4753892.0,3,317194.0,goa,2019
6290543.0,4,353546.0,goa,2019
7147233.0,1,391900.0,goa,2020
5310126.0,2,430639.0,goa,2020
6129766.0,3,474962.0,goa,2020
10991118.0,4,527584.0,goa,2020
15467672.0,1,570035.0,goa,2021
12710361.0,2,609106.0,goa,2021
16575111.0,3,653458.0,goa,2021
28288254.0,4,697178.0,goa,2021
18678798.0,1,738628.0,goa,2022
19062157.0,2,777779.0,goa,2022
19712764.0,3,817830.0,goa,2022
43005212.0,4,855202.0,goa,2022
0.0,1,2690048.0,gujarat,2018
0.0,2,3565825.0,gujarat,2018
0.0,3,4433183.0,gujarat,2018
0.0,4,5579040.0,gujarat,2018
0.0,1,6652536.0,gujarat,2019
34890301.0,2,7574645.0,gujarat,2019
129441484.0,3,8429299.0,gujarat,2019
147973757.0,4,9323799.0,gujarat,2019
165605122.0,1,10259843.0,gujarat,2020
155264359.0,2,11392657.0,gujarat,2020
184402472.0,3,12467847.0,gujarat,2020
230497353.0,4,13605203.0,gujarat,2020
264732874.0,1,14670126.0,gujarat,2021
282432543.0,2,15735981.0,gujarat,2021
379987151.0,3,16946761.0,gujarat,2021
487846209.0,4,18139201.0,gujarat,2021
521776939.0,1,19265314.0,gujarat,2022
609943436.0,2,20321596.0,gujarat,2022
699121904.0,3,21394721.0,gujarat,2022
790984595.0,4,22412353.0,gujarat,2022
0.0,1,1847357.0,haryana,2018
0.0,2,2447221.0,haryana,2018
0.0,3,3020398.0,haryana,2018
0.0,4,3793079.0,haryana,2018
0.0,1,4538767.0,haryana,2019
31929195.0,2,5178030.0,haryana,2019
118332587.0,3,5783752.0,haryana,2019
136721888.0,4,6366679.0,haryana,2019
157793468.0,1,7018770.0,haryana,2020
143650123.0,2,7682878.0,haryana,2020
188614769.0,3,8398816.0,haryana,2020
236101307.0,4,9129873.0,haryana,2020
266686683.0,1,9827905.0,haryana,2021
234052506.0,2,10530594.0,haryana,2021
296884105.0,3,11325336.0,haryana,2021
442176987.0,4,12116439.0,haryana,2021
217228467.0,1,12866988.0,haryana,2022
236091309.0,2,13576065.0,haryana,2022
265475161.0,3,14303933.0,haryana,2022
556898878.0,4,14994944.0,haryana,2022
0.0,1,227373.0,himachal-pradesh,2018
0.0,2,315299.0,himachal-pradesh,2018
0.0,3,407634.0,himachal-pradesh,2018
0.0,4,526343.0,himachal-pradesh,2018
0.0,1,653205.0,himachal-pradesh,2019
3321711.0,2,772603.0,himachal-pradesh,2019
10720741.0,3,876184.0,himachal-pradesh,2019
12637904.0,4,985945.0,himachal-pradesh,2019
14640104.0,1,1106025.0,himachal-pradesh,2020
16125580.0,2,1249867.0,himachal-pradesh,2020
18411750.0,3,1378634.0,himachal-pradesh,2020
22001148.0,4,1508766.0,himachal-pradesh,2020
24228094.0,1,1622951.0,himachal-pradesh,2021
43269977.0,2,1743151.0,himachal-pradesh,2021
52970288.0,3,1880626.0,himachal-pradesh,2021
47670982.0,4,2013747.0,himachal-pradesh,2021
77278278.0,1,2143483.0,himachal-pradesh,2022
102488683.0,2,2264407.0,himachal-pradesh,2022
108832538.0,3,2381576.0,himachal-pradesh,2022
72355717.0,4,2483076.0,himachal-pradesh,2022
0.0,1,176425.0,jammu-&-kashmir,2018
0.0,2,261609.0,jammu-&-kashmir,2018
0.0,3,342529.0,jammu-&-kashmir,2018
0.0,4,436563.0,jammu-&-kashmir,2018
0.0,1,530669.0,jammu-&-kashmir,2019
2705373.0,2,631193.0,jammu-&-kashmir,2019
3843919.0,3,658455.0,jammu-&-kashmir,2019
998572.0,4,673367.0,jammu-&-kashmir,2019
4476894.0,1,735408.0,jammu-&-kashmir,2020
9856653.0,2,845294.0,jammu-&-kashmir,2020
11443454.0,3,949819.0,jammu-&-kashmir,2020
16018751.0,4,1079022.0,jammu-&-kashmir,2020
18834009.0,1,1174818.0,jammu-&-kashmir,2021
34274559.0,2,1261267.0,jammu-&-kashmir,2021
45025197.0,3,1359860.0,jammu-&-kashmir,2021
36012148.0,4,1456810.0,jammu-&-kashmir,2021
62115857.0,1,1549320.0,jammu-&-kashmir,2022
89986310.0,2,1635570.0,jammu-&-kashmir,2022
109346235.0,3,1719185.0,jammu-&-kashmir,2022
60205865.0,4,1793434.0,jammu-&-kashmir,2022
0.0,1,885762.0,jharkhand,2018
0.0,2,1230599.0,jharkhand,2018
0.0,3,1532362.0,jharkhand,2018
0.0,4,1913949.0,jharkhand,2018
0.0,1,2279329.0,jharkhand,2019
14929066.0,2,2604854.0,jharkhand,2019
55504460.0,3,2915511.0,jharkhand,2019
70181789.0,4,3281371.0,jharkhand,2019
74014713.0,1,3651393.0,jharkhand,2020
76339276.0,2,4061035.0,jharkhand,2020
99318784.0,3,4480027.0,jharkhand,2020
126310835.0,4,4917938.0,jharkhand,2020
141731331.0,1,5313049.0,jharkhand,2021
184234107.0,2,5701503.0,jharkhand,2021
230475998.0,3,6151843.0,jharkhand,2021
284960009.0,4,6596196.0,jharkhand,2021
331355981.0,1,7025275.0,jharkhand,2022
379053485.0,2,7426174.0,jharkhand,2022
414228860.0,3,7836429.0,jharkhand,2022
396098729.0,4,8217638.0,jharkhand,2022
0.0,1,3717763.0,karnataka,2018
0.0,2,5030665.0,karnataka,2018
0.0,3,6372649.0,karnataka,2018
0.0,4,8315802.0,karnataka,2018
0.0,1,10266174.0,karnataka,2019
113024811.0,2,11968087.0,karnataka,2019
445683660.0,3,13635075.0,karnataka,2019
569674870.0,4,15385416.0,karnataka,2019
626488036.0,1,17016980.0,karnataka,2020
490510075.0,2,18655366.0,karnataka,2020
693683212.0,3,20487550.0,karnataka,2020
935510690.0,4,22400182.0,karnataka,2020
1084917385.0,1,24095832.0,karnataka,2021
1051089714.0,2,25751023.0,karnataka,2021
1366781087.0,3,27614221.0,karnataka,2021
1941558513.0,4,29459646.0,karnataka,2021
1727054045.0,1,31200349.0,karnataka,2022
2065359837.0,2,32831447.0,karnataka,2022
2148016434.0,3,34493994.0,karnataka,2022
3011645011.0,4,36081698.0,karnataka,2022
0.0,1,784184.0,kerala,2018
0.0,2,1066587.0,kerala,2018
0.0,3,1347598.0,kerala,2018
0.0,4,1757326.0,kerala,2018
0.0,1,2136624.0,kerala,2019
8673220.0,2,2550167.0,kerala,2019
31471694.0,3,2990963.0,kerala,2019
40046033.0,4,3503938.0,kerala,2019
46396398.0,1,4078316.0,kerala,2020
45832953.0,2,4728844.0,kerala,2020
64309022.0,3,5582300.0,kerala,2020
91415273.0,4,6387169.0,kerala,2020
108918733.0,1,6936943.0,kerala,2021
87814415.0,2,7416083.0,kerala,2021
116282717.0,3,7949425.0,kerala,2021
213542857.0,4,8473810.0,kerala,2021
94047893.0,1,8972299.0,kerala,2022
98876392.0,2,9442533.0,kerala,2022
104565833.0,3,9933977.0,kerala,2022
346981849.0,4,10382102.0,kerala,2022
0.0,1,8784.0,ladakh,2018
0.0,2,12918.0,ladakh,2018
0.0,3,17749.0,ladakh,2018
0.0,4,23883.0,ladakh,2018
0.0,1,29649.0,ladakh,2019
157317.0,2,35516.0,ladakh,2019
503126.0,3,39173.0,ladakh,2019
470440.0,4,43108.0,ladakh,2019
590484.0,1,47790.0,ladakh,2020
695673.0,2,53034.0,ladakh,2020
1015680.0,3,58401.0,ladakh,2020
1232757.0,4,64853.0,ladakh,2020
1184204.0,1,69919.0,ladakh,2021
4391632.0,2,75048.0,ladakh,2021
7099550.0,3,81210.0,ladakh,2021
2665203.0,4,87057.0,ladakh,2021
8902080.0,1,92492.0,ladakh,2022
14768129.0,2,97517.0,ladakh,2022
19734781.0,3,102299.0,ladakh,2022
3832339.0,4,106337.0,ladakh,2022
0.0,1,501.0,lakshadweep,2018
0.0,2,686.0,lakshadweep,2018
0.0,3,918.0,lakshadweep,2018
0.0,4,1156.0,lakshadweep,2018
0.0,1,1416.0,lakshadweep,2019
4580.0,2,1747.0,lakshadweep,2019
15038.0,3,2117.0,lakshadweep,2019
17760.0,4,2427.0,lakshadweep,2019
21982.0,1,2772.0,lakshadweep,2020
29202.0,2,3187.0,lakshadweep,2020
32128.0,3,3644.0,lakshadweep,2020
41144.0,4,4179.0,lakshadweep,2020
47283.0,1,4577.0,lakshadweep,2021
40301.0,2,4896.0,lakshadweep,2021
49127.0,3,5287.0,lakshadweep,2021
67320.0,4,5638.0,lakshadweep,2021
45410.0,1,5990.0,lakshadweep,2022
38450.0,2,6327.0,lakshadweep,2022
18111.0,3,6645.0,lakshadweep,2022
72377.0,4,6961.0,lakshadweep,2022
0.0,1,2553603.0,madhya-pradesh,2018
0.0,2,3441662.0,madhya-pradesh,2018
0.0,3,4309309.0,madhya-pradesh,2018
0.0,4,5365442.0,madhya-pradesh,2018
0.0,1,6414403.0,madhya-pradesh,2019
50642151.0,2,7301172.0,madhya-pradesh,2019
192353380.0,3,8180664.0,madhya-pradesh,2019
237844976.0,4,9165241.0,madhya-pradesh,2019
262452480.0,1,10151371.0,madhya-pradesh,2020
253770044.0,2,11374423.0,madhya-pradesh,2020
324850994.0,3,12564224.0,madhya-pradesh,2020
405571446.0,4,13737947.0,madhya-pradesh,2020
482500276.0,1,14839427.0,madhya-pradesh,2021
727741649.0,2,15940935.0,madhya-pradesh,2021
929572924.0,3,17210233.0,madhya-pradesh,2021
956630781.0,4,18456243.0,madhya-pradesh,2021
1678266475.0,1,19656147.0,madhya-pradesh,2022
1902866132.0,2,20766417.0,madhya-pradesh,2022
2026371749.0,3,21884220.0,madhya-pradesh,2022
1388282818.0,4,22913924.0,madhya-pradesh,2022
0.0,1,6106994.0,maharashtra,2018
0.0,2,8222371.0,maharashtra,2018
0.0,3,10435033.0,maharashtra,2018
0.0,4,13381602.0,maharashtra,2018
0.0,1,16284451.0,maharashtra,2019
109967705.0,2,18776975.0,maharashtra,2019
439998413.0,3,21313081.0,maharashtra,2019
543654112.0,4,23745297.0,maharashtra,2019
615146568.0,1,26168390.0,maharashtra,2020
506354812.0,2,28765086.0,maharashtra,2020
668197101.0,3,31409513.0,maharashtra,2020
952006770.0,4,34432631.0,maharashtra,2020
1101976484.0,1,37077537.0,maharashtra,2021
1208083592.0,2,39664697.0,maharashtra,2021
1565370852.0,3,42581217.0,maharashtra,2021
2031739248.0,4,45482506.0,maharashtra,2021
2157769514.0,1,48227630.0,maharashtra,2022
2492946019.0,2,50802786.0,maharashtra,2022
2638663712.0,3,53432602.0,maharashtra,2022
2982202696.0,4,55954028.0,maharashtra,2022
0.0,1,29925.0,manipur,2018
0.0,2,46055.0,manipur,2018
0.0,3,61935.0,manipur,2018
0.0,4,82589.0,manipur,2018
0.0,1,99527.0,manipur,2019
464829.0,2,117747.0,manipur,2019
1594205.0,3,136316.0,manipur,2019
1855488.0,4,155358.0,manipur,2019
2175642.0,1,177374.0,manipur,2020
3011491.0,2,215496.0,manipur,2020
3552375.0,3,258563.0,manipur,2020
3783432.0,4,288772.0,manipur,2020
3709227.0,1,312668.0,manipur,2021
7269002.0,2,335409.0,manipur,2021
9743772.0,3,361749.0,manipur,2021
7603294.0,4,387746.0,manipur,2021
22637747.0,1,411900.0,manipur,2022
26236900.0,2,434563.0,manipur,2022
26011343.0,3,457063.0,manipur,2022
12462732.0,4,477292.0,manipur,2022
0.0,1,18513.0,meghalaya,2018
0.0,2,26618.0,meghalaya,2018
0.0,3,37281.0,meghalaya,2018
0.0,4,49634.0,meghalaya,2018
0.0,1,61487.0,meghalaya,2019
395764.0,2,74746.0,meghalaya,2019
1387814.0,3,87395.0,meghalaya,2019
1490542.0,4,100030.0,meghalaya,2019
1716211.0,1,113814.0,meghalaya,2020
2205253.0,2,136211.0,meghalaya,2020
2384534.0,3,157741.0,meghalaya,2020
2745917.0,4,176447.0,meghalaya,2020
2939026.0,1,190869.0,meghalaya,2021
7290804.0,2,205686.0,meghalaya,2021
9952956.0,3,223065.0,meghalaya,2021
6048594.0,4,240268.0,meghalaya,2021
23634106.0,1,255839.0,meghalaya,2022
27458992.0,2,269943.0,meghalaya,2022
32596135.0,3,283487.0,meghalaya,2022
10105924.0,4,295322.0,meghalaya,2022
0.0,1,7593.0,mizoram,2018
0.0,2,10422.0,mizoram,2018
0.0,3,14502.0,mizoram,2018
0.0,4,19365.0,mizoram,2018
0.0,1,23670.0,mizoram,2019
133025.0,2,28696.0,mizoram,2019
457834.0,3,34134.0,mizoram,2019
529168.0,4,39809.0,mizoram,2019
644683.0,1,46499.0,mizoram,2020
739308.0,2,55574.0,mizoram,2020
924865.0,3,68315.0,mizoram,2020
1096182.0,4,78731.0,mizoram,2020
1193214.0,1,85750.0,mizoram,2021
4014597.0,2,92552.0,mizoram,2021
5385718.0,3,100647.0,mizoram,2021
2094118.0,4,108405.0,mizoram,2021
14886657.0,1,115295.0,mizoram,2022
16646550.0,2,121535.0,mizoram,2022
15557163.0,3,127735.0,mizoram,2022
3144551.0,4,132870.0,mizoram,2022
0.0,1,15074.0,nagaland,2018
0.0,2,22436.0,nagaland,2018
0.0,3,32090.0,nagaland,2018
0.0,4,42997.0,nagaland,2018
0.0,1,53911.0,nagaland,2019
362497.0,2,66891.0,nagaland,2019
1244022.0,3,80077.0,nagaland,2019
1454551.0,4,93124.0,nagaland,2019
1684520.0,1,107143.0,nagaland,2020
2119279.0,2,130205.0,nagaland,2020
2868642.0,3,173106.0,nagaland,2020
2922121.0,4,192188.0,nagaland,2020
2980581.0,1,207808.0,nagaland,2021
6716892.0,2,223337.0,nagaland,2021
8661991.0,3,241797.0,nagaland,2021
6383337.0,4,259990.0,nagaland,2021
24206053.0,1,276483.0,nagaland,2022
28652431.0,2,292104.0,nagaland,2022
31229366.0,3,307386.0,nagaland,2022
11171582.0,4,321205.0,nagaland,2022
0.0,1,1594015.0,odisha,2018
0.0,2,2185781.0,odisha,2018
0.0,3,2795718.0,odisha,2018
0.0,4,3623911.0,odisha,2018
0.0,1,4320744.0,odisha,2019
33955545.0,2,4845359.0,odisha,2019
130181456.0,3,5387209.0,odisha,2019
189905719.0,4,6115537.0,odisha,2019
175918622.0,1,6652970.0,odisha,2020
154682772.0,2,7258315.0,odisha,2020
205597666.0,3,7901755.0,odisha,2020
270085293.0,4,8598751.0,odisha,2020
301315474.0,1,9233009.0,odisha,2021
367576494.0,2,9891029.0,odisha,2021
492879704.0,3,10652490.0,odisha,2021
567351446.0,4,11399235.0,odisha,2021
613855465.0,1,12124779.0,odisha,2022
670311093.0,2,12801990.0,odisha,2022
725475924.0,3,13493282.0,odisha,2022
726099254.0,4,14127239.0,odisha,2022
0.0,1,49318.0,puducherry,2018
0.0,2,65580.0,puducherry,2018
0.0,3,81546.0,puducherry,2018
0.0,4,109494.0,puducherry,2018
0.0,1,133059.0,puducherry,2019
661932.0,2,156458.0,puducherry,2019
2476922.0,3,177868.0,puducherry,2019
3263122.0,4,204292.0,puducherry,2019
3820943.0,1,230908.0,puducherry,2020
3057608.0,2,255600.0,puducherry,2020
4222159.0,3,285173.0,puducherry,2020
6377136.0,4,319626.0,puducherry,2020
7914507.0,1,346279.0,puducherry,2021
5178916.0,2,369961.0,puducherry,2021
6899592.0,3,396609.0,puducherry,2021
14257568.0,4,423167.0,puducherry,2021
3938657.0,1,448051.0,puducherry,2022
3830290.0,2,471663.0,puducherry,2022
4186911.0,3,496570.0,puducherry,2022
24144184.0,4,520649.0,puducherry,2022
0.0,1,847142.0,punjab,2018
0.0,2,1152190.0,punjab,2018
0.0,3,1473148.0,punjab,2018
0.0,4,1865715.0,punjab,2018
0.0,1,2226590.0,punjab,2019
10928094.0,2,2600112.0,punjab,2019
40860886.0,3,2962713.0,punjab,2019
47673880.0,4,3321742.0,punjab,2019
53853710.0,1,3739502.0,punjab,2020
51289576.0,2,4225481.0,punjab,2020
58946732.0,3,4694233.0,punjab,2020
71191183.0,4,5157868.0,punjab,2020
81052268.0,1,5568777.0,punjab,2021
85894089.0,2,5976548.0,punjab,2021
107614155.0,3,6434862.0,punjab,2021
138427499.0,4,6880103.0,punjab,2021
117482807.0,1,7302726.0,punjab,2022
138965337.0,2,7702100.0,punjab,2022
154625731.0,3,8097582.0,punjab,2022
199899443.0,4,8462753.0,punjab,2022
0.0,1,3158202.0,rajasthan,2018
0.0,2,4212964.0,rajasthan,2018
0.0,3,5175453.0,rajasthan,2018
0.0,4,6358738.0,rajasthan,2018
0.0,1,7712204.0,rajasthan,2019
62787336.0,2,8783935.0,rajasthan,2019
238338999.0,3,9797304.0,rajasthan,2019
288904693.0,4,10925031.0,rajasthan,2019
341815756.0,1,12142053.0,rajasthan,2020
329941181.0,2,13563201.0,rajasthan,2020
436682870.0,3,14969412.0,rajasthan,2020
511015109.0,4,16329494.0,rajasthan,2020
632535059.0,1,17661088.0,rajasthan,2021
1072091232.0,2,18980985.0,rajasthan,2021
1429553825.0,3,20499465.0,rajasthan,2021
1185124031.0,4,21977202.0,rajasthan,2021
2570606469.0,1,23398857.0,rajasthan,2022
2771434947.0,2,24716181.0,rajasthan,2022
3299787866.0,3,26042948.0,rajasthan,2022
1537424924.0,4,27255927.0,rajasthan,2022
0.0,1,20051.0,sikkim,2018
0.0,2,28097.0,sikkim,2018
0.0,3,37637.0,sikkim,2018
0.0,4,48538.0,sikkim,2018
0.0,1,58956.0,sikkim,2019
398520.0,2,70999.0,sikkim,2019
1316804.0,3,82128.0,sikkim,2019
1552004.0,4,92972.0,sikkim,2019
1697163.0,1,104631.0,sikkim,2020
1912335.0,2,119921.0,sikkim,2020
2156470.0,3,134773.0,sikkim,2020
2478670.0,4,148543.0,sikkim,2020
2795331.0,1,160213.0,sikkim,2021
4541121.0,2,171740.0,sikkim,2021
5714565.0,3,184693.0,sikkim,2021
5525552.0,4,197407.0,sikkim,2021
12440193.0,1,209616.0,sikkim,2022
16993937.0,2,220994.0,sikkim,2022
18748536.0,3,232025.0,sikkim,2022
8948864.0,4,241968.0,sikkim,2022
0.0,1,2104754.0,tamil-nadu,2018
0.0,2,2996036.0,tamil-nadu,2018
0.0,3,3900177.0,tamil-nadu,2018
0.0,4,5199878.0,tamil-nadu,2018
0.0,1,6296303.0,tamil-nadu,2019
33658961.0,2,7429609.0,tamil-nadu,2019
124690342.0,3,8428835.0,tamil-nadu,2019
155011717.0,4,9620493.0,tamil-nadu,2019
179908753.0,1,10872368.0,tamil-nadu,2020
144907447.0,2,12150786.0,tamil-nadu,2020
194683284.0,3,13643451.0,tamil-nadu,2020
288233552.0,4,15357586.0,tamil-nadu,2020
348801714.0,1,16632608.0,tamil-nadu,2021
343968474.0,2,17804542.0,tamil-nadu,2021
